county2,ruc_code2,total_est_pct3
Connecticut,,10.6
Fairfield,2,9
Hartford,1,11.1
Litchfield,4,7.4
Middlesex,1,6.7
New Haven,2,13.6
New London,2,11.1
Tolland,1,7.1
Windham,2,10.9
